location,region,Image URL,2019-12-31,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24
Togo,Africa,https://www.countryflags.io/tg/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,9.0,15.0,15.0,18.0,18.0,23.0,24.0,25.0,28.0,30.0,34.0,34.0,36.0,39.0,40.0,41.0,44.0,58.0,65.0,70.0,73.0,76.0,76.0,76.0,77.0,77.0,81.0,81.0,83.0,84.0,84.0,84.0,86.0,88.0,88.0,90.0,96.0,98.0,99.0,99.0,109.0,116.0,123.0,123.0,124.0,126.0,128.0,128.0,135.0,145.0,153.0,174.0,181.0,199.0,219.0,238.0,263.0,298.0,301.0,330.0,338.0,340.0,354.0,363.0,373.0
Trinidad and Tobago,Americas,https://www.countryflags.io/tt/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,4.0,5.0,7.0,9.0,9.0,9.0,49.0,50.0,51.0,57.0,60.0,65.0,66.0,74.0,78.0,85.0,87.0,89.0,97.0,100.0,103.0,104.0,105.0,107.0,107.0,109.0,109.0,112.0,113.0,113.0,113.0,114.0,114.0,114.0,114.0,114.0,114.0,115.0,115.0,115.0,115.0,115.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0
Tunisia,Africa,https://www.countryflags.io/tn/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,5.0,7.0,13.0,16.0,16.0,18.0,20.0,24.0,29.0,39.0,54.0,60.0,75.0,89.0,114.0,173.0,173.0,227.0,227.0,278.0,312.0,362.0,394.0,455.0,455.0,495.0,553.0,574.0,596.0,623.0,643.0,671.0,685.0,707.0,726.0,747.0,780.0,822.0,864.0,866.0,879.0,884.0,901.0,901.0,918.0,922.0,939.0,949.0,967.0,975.0,980.0,994.0,998.0,1009.0,1013.0,1018.0,1022.0,1025.0,1026.0,1030.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1035.0,1035.0,1037.0,1043.0,1044.0,1045.0,1046.0,1048.0,1048.0
Turkey,Asia,https://www.countryflags.io/tr/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,18.0,47.0,98.0,191.0,359.0,670.0,947.0,1236.0,1529.0,1872.0,2433.0,3629.0,5698.0,7402.0,9217.0,10827.0,13531.0,15679.0,18135.0,20921.0,23934.0,27069.0,30217.0,34109.0,38226.0,42282.0,47029.0,52167.0,56956.0,61049.0,65111.0,69392.0,74193.0,78546.0,82329.0,86306.0,90980.0,95591.0,98674.0,101790.0,104912.0,107773.0,110130.0,112261.0,114653.0,117589.0,120204.0,122392.0,124375.0,126045.0,127659.0,129491.0,131744.0,133721.0,135569.0,137115.0,138657.0,139771.0,141475.0,143114.0,144749.0,146457.0,148067.0,149435.0,150593.0,151615.0,152587.0,153548.0,154500.0,155686.0
Turks and Caicos Islands,Americas,https://www.countryflags.io/tc/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Uganda,Africa,https://www.countryflags.io/ug/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,9.0,9.0,14.0,14.0,14.0,30.0,33.0,33.0,44.0,44.0,45.0,48.0,48.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,58.0,61.0,74.0,75.0,75.0,79.0,79.0,79.0,81.0,83.0,85.0,88.0,89.0,97.0,98.0,98.0,101.0,101.0,116.0,121.0,122.0,126.0,139.0,160.0,203.0,227.0,227.0,260.0,260.0,264.0,264.0,264.0,312.0
Ukraine,Europe,https://www.countryflags.io/ua/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,3.0,5.0,14.0,19.0,26.0,26.0,41.0,47.0,73.0,84.0,113.0,156.0,218.0,311.0,418.0,480.0,549.0,794.0,804.0,987.0,1096.0,1251.0,1319.0,1462.0,1668.0,1892.0,2203.0,2511.0,2777.0,3102.0,3372.0,4161.0,4462.0,5106.0,5449.0,5710.0,6125.0,6592.0,7170.0,7647.0,8125.0,8617.0,9009.0,9009.0,9410.0,9866.0,10406.0,10861.0,11411.0,11913.0,12331.0,12697.0,13184.0,13691.0,14195.0,14710.0,15232.0,15648.0,16023.0,16425.0,16847.0,17330.0,17858.0,18291.0,18616.0,18876.0,19230.0,19706.0,20148.0,20580.0
Uruguay,Americas,https://www.countryflags.io/uy/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,29.0,50.0,79.0,94.0,110.0,135.0,158.0,162.0,189.0,217.0,238.0,238.0,259.0,295.0,324.0,330.0,341.0,359.0,371.0,390.0,407.0,411.0,417.0,426.0,433.0,446.0,453.0,465.0,472.0,483.0,493.0,502.0,508.0,517.0,528.0,535.0,543.0,549.0,557.0,563.0,596.0,606.0,620.0,625.0,630.0,643.0,648.0,652.0,655.0,657.0,670.0,673.0,684.0,694.0,702.0,707.0,711.0,717.0,719.0,724.0,732.0,733.0,734.0,737.0,738.0,746.0,749.0,753.0,764.0
Uzbekistan,Asia,https://www.countryflags.io/uz/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,16.0,23.0,23.0,33.0,33.0,46.0,49.0,55.0,65.0,83.0,104.0,133.0,145.0,149.0,173.0,187.0,190.0,227.0,266.0,342.0,397.0,504.0,555.0,582.0,624.0,796.0,865.0,998.0,1165.0,1302.0,1380.0,1450.0,1495.0,1565.0,1657.0,1692.0,1716.0,1778.0,1836.0,1865.0,1887.0,1904.0,1939.0,2002.0,2046.0,2094.0,2127.0,2149.0,2189.0,2207.0,2233.0,2298.0,2336.0,2387.0,2418.0,2509.0,2547.0,2612.0,2645.0,2691.0,2741.0,2753.0,2802.0,2880.0,2950.0,3006.0,3078.0,
Vietnam,Asia,https://www.countryflags.io/vn/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,7.0,8.0,9.0,10.0,10.0,12.0,13.0,14.0,14.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,17.0,21.0,30.0,34.0,38.0,39.0,44.0,53.0,53.0,57.0,61.0,68.0,76.0,87.0,88.0,95.0,121.0,132.0,137.0,153.0,163.0,171.0,188.0,203.0,206.0,212.0,233.0,236.0,240.0,241.0,245.0,251.0,251.0,255.0,257.0,258.0,262.0,264.0,267.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,271.0,271.0,271.0,271.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,312.0,313.0,318.0,320.0,324.0,324.0,324.0,324.0,324.0,324.0
Zambia,Africa,https://www.countryflags.io/zm/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,12.0,14.0,16.0,28.0,29.0,35.0,35.0,36.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,43.0,45.0,45.0,48.0,48.0,52.0,57.0,61.0,65.0,65.0,74.0,76.0,84.0,84.0,88.0,89.0,95.0,97.0,106.0,109.0,119.0,124.0,137.0,139.0,146.0,153.0,167.0,252.0,267.0,267.0,441.0,446.0,654.0,668.0,679.0,753.0,761.0,772.0,832.0,866.0,920.0,920.0
Zimbabwe,Africa,https://www.countryflags.io/zw/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,14.0,14.0,17.0,17.0,23.0,24.0,24.0,25.0,25.0,25.0,28.0,28.0,29.0,29.0,31.0,31.0,32.0,32.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.0,36.0,36.0,37.0,37.0,37.0,37.0,42.0,44.0,46.0,46.0,46.0,48.0,51.0,56.0,56.0
Anguilla,,https://www.countryflags.io/ai/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Bonaire Sint Eustatius and Saba,,https://www.countryflags.io/bq/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Falkland Islands,,https://www.countryflags.io/fk/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Guernsey,,https://www.countryflags.io/gg/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,17.0,20.0,23.0,30.0,34.0,36.0,39.0,45.0,45.0,60.0,78.0,91.0,114.0,136.0,154.0,165.0,166.0,181.0,191.0,200.0,209.0,218.0,219.0,223.0,223.0,234.0,234.0,239.0,239.0,239.0,239.0,243.0,245.0,245.0,245.0,247.0,247.0,247.0,251.0,251.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0
International,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,61.0,64.0,64.0,70.0,135.0,174.0,174.0,221.0,221.0,355.0,355.0,454.0,542.0,621.0,634.0,634.0,634.0,691.0,691.0,691.0,705.0,705.0,705.0,705.0,705.0,,,,,,,,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jersey,,https://www.countryflags.io/je/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,12.0,15.0,18.0,18.0,18.0,32.0,52.0,61.0,63.0,63.0,81.0,81.0,81.0,118.0,123.0,155.0,169.0,170.0,170.0,183.0,198.0,198.0,213.0,217.0,217.0,217.0,223.0,224.0,245.0,249.0,249.0,255.0,255.0,276.0,278.0,280.0,281.0,283.0,284.0,286.0,286.0,286.0,291.0,292.0,293.0,293.0,293.0,293.0,293.0,293.0,294.0,294.0,295.0,296.0,297.0,297.0,302.0,302.0,303.0,303.0,306.0,306.0,306.0,306.0
Kosovo,,https://www.countryflags.io/xk/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,19.0,19.0,21.0,24.0,24.0,31.0,61.0,63.0,71.0,79.0,86.0,88.0,91.0,106.0,112.0,112.0,125.0,126.0,132.0,140.0,145.0,184.0,184.0,227.0,250.0,283.0,362.0,377.0,387.0,423.0,449.0,480.0,510.0,510.0,598.0,604.0,630.0,669.0,703.0,731.0,763.0,780.0,790.0,799.0,799.0,813.0,823.0,851.0,855.0,856.0,860.0,861.0,862.0,870.0,870.0,884.0,919.0,919.0,944.0,944.0,944.0,955.0,955.0,989.0,989.0,1003.0,1004.0,1025.0
Montserrat,,https://www.countryflags.io/ms/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Palestine,Asia,https://www.countryflags.io/ps/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,16.0,19.0,,20.0,29.0,30.0,,35.0,38.0,38.0,39.0,41.0,44.0,47.0,48.0,52.0,59.0,59.0,60.0,62.0,84.0,91.0,97.0,106.0,115.0,117.0,134.0,155.0,155.0,,217.0,253.0,260.0,263.0,263.0,266.0,268.0,268.0,268.0,287.0,291.0,294.0,307.0,313.0,322.0,329.0,329.0,335.0,336.0,340.0,342.0,495.0,495.0,495.0,507.0,507.0,517.0,517.0,522.0,524.0,538.0,546.0,547.0,547.0,547.0,547.0,547.0,547.0,548.0,548.0,554.0,554.0,560.0,567.0,570.0,577.0,602.0,602.0,602.0
South Korea,Asia,https://www.countryflags.io/kr/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,7.0,12.0,15.0,15.0,16.0,18.0,23.0,24.0,24.0,25.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,30.0,31.0,46.0,80.0,155.0,345.0,601.0,762.0,892.0,1146.0,1595.0,2022.0,2931.0,3526.0,4212.0,4812.0,5328.0,5766.0,6284.0,6767.0,7134.0,7382.0,7513.0,7755.0,7869.0,7979.0,8086.0,8162.0,8236.0,8320.0,8413.0,8565.0,8652.0,8799.0,8897.0,8961.0,9037.0,9137.0,9241.0,9332.0,9478.0,9583.0,9661.0,9786.0,9786.0,9976.0,10062.0,10156.0,10237.0,10284.0,10331.0,10384.0,10423.0,10450.0,10450.0,10512.0,10537.0,10564.0,10591.0,10613.0,10635.0,10653.0,10661.0,10674.0,10683.0,10694.0,10702.0,10708.0,10718.0,10728.0,10738.0,10752.0,10761.0,10765.0,10774.0,10780.0,10793.0,10801.0,10804.0,10806.0,10810.0,10822.0,10840.0,10874.0,10909.0,10936.0,10962.0,10991.0,11018.0,11037.0,11050.0,11065.0,11078.0,11110.0,11122.0,11142.0,11165.0,11190.0
"Taiwan, China",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,7.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,22.0,22.0,24.0,24.0,26.0,26.0,28.0,30.0,31.0,32.0,34.0,39.0,40.0,40.0,41.0,42.0,,44.0,45.0,45.0,45.0,0.0,48.0,48.0,49.0,53.0,59.0,59.0,67.0,77.0,108.0,108.0,135.0,153.0,165.0,195.0,216.0,235.0,252.0,267.0,283.0,306.0,306.0,322.0,339.0,339.0,355.0,363.0,363.0,373.0,376.0,379.0,380.0,380.0,385.0,388.0,393.0,395.0,395.0,395.0,395.0,398.0,420.0,422.0,425.0,426.0,427.0,428.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,432.0,436.0,438.0,438.0,439.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,441.0,441.0,441.0,441.0
United Arab Emirates,Asia,https://www.countryflags.io/ae/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0,13.0,13.0,13.0,13.0,13.0,19.0,19.0,21.0,21.0,,27.0,,29.0,,45.0,,59.0,74.0,,85.0,,85.0,86.0,98.0,113.0,113.0,140.0,140.0,153.0,153.0,198.0,248.0,333.0,333.0,405.0,468.0,468.0,611.0,664.0,664.0,1024.0,1024.0,1505.0,1799.0,2076.0,2359.0,2659.0,2990.0,3360.0,3736.0,4123.0,4521.0,4933.0,5365.0,5825.0,5825.0,6302.0,6781.0,7265.0,7755.0,8238.0,8756.0,9281.0,9813.0,10349.0,10839.0,11380.0,11929.0,12481.0,13038.0,13599.0,14163.0,14730.0,15192.0,15738.0,16240.0,16793.0,17417.0,18198.0,18878.0,19661.0,20386.0,21084.0,21831.0,22627.0,23358.0,24190.0,25063.0,26004.0,26898.0,27892.0,28704.0
United Kingdom,Europe,https://www.countryflags.io/gb/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,13.0,16.0,18.0,23.0,36.0,40.0,51.0,85.0,115.0,163.0,206.0,273.0,321.0,373.0,456.0,590.0,707.0,1140.0,1391.0,1543.0,1950.0,2630.0,3277.0,3983.0,5018.0,5683.0,6650.0,8077.0,9529.0,11658.0,14543.0,17089.0,19522.0,22141.0,25150.0,29474.0,33718.0,38168.0,41903.0,47806.0,51608.0,55242.0,60733.0,65077.0,70272.0,78991.0,84279.0,88621.0,93873.0,98476.0,103093.0,108692.0,114217.0,120067.0,124743.0,129044.0,133495.0,138078.0,143464.0,148377.0,152840.0,157149.0,161145.0,165221.0,171253.0,177454.0,182260.0,186599.0,190584.0,194990.0,201201.0,206715.0,211364.0,215260.0,219183.0,223060.0,226463.0,229705.0,233151.0,236711.0,240161.0,243695.0,246406.0,248818.0,248293.0,250908.0,254195.0,
United States,Americas,https://www.countryflags.io/us/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,35.0,35.0,35.0,53.0,53.0,59.0,60.0,66.0,69.0,89.0,103.0,125.0,159.0,233.0,338.0,433.0,554.0,754.0,1025.0,1312.0,1663.0,2174.0,2951.0,3774.0,4661.0,6427.0,9415.0,14250.0,19624.0,26747.0,35206.0,46442.0,55231.0,69194.0,85991.0,104686.0,124665.0,143025.0,164620.0,189618.0,216721.0,245540.0,277965.0,312237.0,337635.0,368196.0,398809.0,432132.0,466033.0,501560.0,529951.0,557571.0,582594.0,609516.0,639664.0,671331.0,702164.0,735086.0,759687.0,787752.0,825041.0,842629.0,869172.0,890524.0,939053.0,965910.0,988451.0,1012583.0,1039909.0,1069826.0,1103781.0,1133069.0,1158041.0,1180634.0,1204475.0,1228603.0,1256972.0,1283929.0,1309541.0,1329799.0,1347916.0,1369964.0,1390746.0,1417889.0,1443397.0,1467884.0,1486757.0,1508598.0,1528568.0,1551853.0,1577287.0,1601434.0,1622670.0
United States Virgin Islands,Americas,https://www.countryflags.io/vi/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,17.0,17.0,17.0,19.0,22.0,30.0,,30.0,30.0,33.0,40.0,40.0,42.0,42.0,45.0,45.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,59.0,59.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
Vatican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Venezuela,Americas,https://www.countryflags.io/ve/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,15.0,33.0,33.0,33.0,33.0,36.0,36.0,36.0,84.0,91.0,106.0,107.0,119.0,119.0,119.0,135.0,135.0,143.0,144.0,144.0,144.0,148.0,159.0,166.0,167.0,171.0,175.0,175.0,181.0,189.0,193.0,197.0,204.0,227.0,227.0,256.0,256.0,285.0,288.0,298.0,318.0,323.0,325.0,329.0,329.0,331.0,333.0,335.0,345.0,357.0,361.0,367.0,379.0,381.0,388.0,402.0,414.0,422.0,423.0,440.0,455.0,459.0,504.0,541.0,618.0,749.0,824.0,882.0,944.0,944.0
